OTU	Kingdom	Phylum	Class	Order	Family	Genus
Otu007145	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	uncultured
Otu007146	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria_unclassified	Parcubacteria_unclassified	Parcubacteria_unclassified
Otu007147	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	uncultured
Otu007148	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
Otu007149	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
Otu007150	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Verruc-01
Otu007151	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)	Absconditabacteriales_(SR1)_fa	Absconditabacteriales_(SR1)_ge
Otu007152	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Berkiella
Otu007153	Bacteria	Chloroflexi	Gitt-GS-136	Gitt-GS-136_or	Gitt-GS-136_fa	Gitt-GS-136_ge
Otu007154	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Otu007155	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29_marine_group
Otu007156	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	uncultured
Otu007157	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Silanimonas
Otu007158	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_unclassified	Planctomycetacia_unclassified	Planctomycetacia_unclassified
Otu007159	Bacteria	Patescibacteria	Gracilibacteria	Gracilibacteria_unclassified	Gracilibacteria_unclassified	Gracilibacteria_unclassified
Otu007160	Bacteria	Omnitrophicaeota	Omnitrophicaeota_cl	Omnitrophicaeota_or	Omnitrophicaeota_fa	Omnitrophicaeota_ge
Otu007161	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Otu007162	Bacteria	Elusimicrobia	Lineage_IIc	Lineage_IIc_or	Lineage_IIc_fa	Lineage_IIc_ge
Otu007163	Bacteria	Planctomycetes	Phycisphaerae	C86	C86_fa	C86_ge
Otu007164	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu007165	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu007166	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Abawacabacteria	Candidatus_Abawacabacteria_fa	Candidatus_Abawacabacteria_ge
Otu007167	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured
Otu007168	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	bacteriap25_ge
Otu007169	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionales_unclassified	Micavibrionales_unclassified
Otu007170	Bacteria	Acidobacteria	Subgroup_17	Subgroup_17_or	Subgroup_17_fa	Subgroup_17_ge
Otu007171	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetales_unclassified	Planctomycetales_unclassified
Otu007172	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b_ge
Otu007173	Bacteria	Omnitrophicaeota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
Otu007174	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	0319-6G20_ge
Otu007175	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae_unclassified
Otu007176	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Betaproteobacteriales_unclassified	Betaproteobacteriales_unclassified
Otu007177	Bacteria	Acidobacteria	Subgroup_6	Subgroup_6_or	Subgroup_6_fa	Subgroup_6_ge
Otu007178	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	uncultured
Otu007179	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_ge
Otu007180	Bacteria	Patescibacteria	Gracilibacteria	Gracilibacteria_or	Gracilibacteria_fa	Gracilibacteria_ge
Otu007181	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedensaceae_ge
Otu007182	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriales_unclassified	Sphingobacteriales_unclassified
Otu007183	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_unclassified
Otu007184	Bacteria	Calditrichaeota	Calditrichia	Calditrichales	Calditrichaceae	Calorithrix
Otu007185	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedensaceae_ge
Otu007186	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	AKYH767_ge
Otu007187	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderiaceae_unclassified
Otu007188	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula
Otu007189	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
Otu007190	Bacteria	Bacteroidetes	Ignavibacteria	OPB56	OPB56_fa	OPB56_ge
Otu007191	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_unclassified	Bacteroidia_unclassified	Bacteroidia_unclassified
Otu007192	Bacteria	Latescibacteria	Latescibacteria_cl	Latescibacteria_or	Latescibacteria_fa	Latescibacteria_ge
Otu007193	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
